,Name,Description,geometry,route_type,branch_no
44,AMPBRVC005 (TOWN),"TAMAN TASIK TAMBAHAN	1.1km<br>TAMAN MELUR	1.2km<br>TAMAN SAGA	2km<br>TAMAN SERAYA (JALAN BUNGA TANJUNG 1-10)	2.4km<br>TAMAN LEMBAH MAJU	2.5km<br>TAMAN TASIK PERMAI	2.5km<br>KAMPUNG LEMBAH JAYA SELATAN	3.2km<br>JALAN BUNGA KEMBOJA, TAMAN MUDA	3.2km<br>KAMPUNG AMPANG INDAH	3.4km<br>BUKIT BELACAN	4.1km<br>KAMPUNG LEMBAH JAYA UTARA	4.3km<br>TAMAN MULIA JAYA	4.9km<br>TAMAN AMPANG SAUJANA	5.2km","POLYGON ((101.769169 3.109443, 101.770693 3.107793, 101.78067 3.118238, 101.788395 3.119224, 101.793073 3.13088, 101.793588 3.134436, 101.791528 3.14125, 101.792472 3.14772, 101.802386 3.159675, 101.79951 3.16336, 101.789382 3.15042, 101.787494 3.148277, 101.785831 3.146252, 101.783342 3.147281, 101.781969 3.146124, 101.781851 3.144849, 101.781142 3.143531, 101.779962 3.143339, 101.780252 3.137864, 101.779737 3.135508, 101.7789 3.132658, 101.778401 3.132004, 101.776293 3.132337, 101.776084 3.131854, 101.774555 3.131865, 101.77418 3.132304, 101.773273 3.131544, 101.771519 3.130526, 101.769904 3.128699, 101.768027 3.12601, 101.767131 3.124741, 101.767104 3.124183, 101.766734 3.124124, 101.767109 3.120959, 101.767593 3.120101, 101.767638 3.119954, 101.768534 3.120155, 101.769352 3.119868, 101.769433 3.119764, 101.769044 3.119356, 101.769266 3.118601, 101.76995 3.118012, 101.768717 3.116582, 101.770068 3.111098, 101.769169 3.109443))",VAN ROUTE COVERAGE,AMP (KLR - MEDIUM)
45,AMPBRVC006 (TOWN),KAMPUNG CHERAS BARU	4km<br>TAMAN CHERAS	5km<br>CHERAS BUSINESS CENTRE	5.6km<br>TAMAN CHERAS MAKMUR	6.9km<br>TAMAN YULEK	7.1km<br>TAMAN SEGAR	7.6km<br>TAMAN BAYU SEGAR	7.9km<br>TAMAN GEMILANG	8km<br>TAMAN SUPREME	8km<br>TAMAN CHERAS UTAMA	14.3km,"POLYGON ((101.745176 3.08418, 101.744989 3.085842, 101.746244 3.08716, 101.75163 3.092484, 101.751684 3.093963, 101.75162 3.099662, 101.750869 3.101301, 101.754452 3.103047, 101.754993 3.103914, 101.754971 3.105221, 101.75495 3.10551, 101.754778 3.105928, 101.75377 3.107342, 101.755207 3.108467, 101.755314 3.108628, 101.755647 3.109271, 101.755111 3.109667, 101.754606 3.109185, 101.753984 3.109903, 101.753072 3.110503, 101.7548 3.113342, 101.754274 3.114681, 101.754156 3.115441, 101.753802 3.115441, 101.753276 3.115495, 101.753008 3.115698, 101.752847 3.115924, 101.752772 3.116716, 101.750583 3.116245, 101.747493 3.116031, 101.746324 3.114134, 101.745165 3.111724, 101.74376 3.107846, 101.741163 3.104686, 101.740273 3.101922, 101.740047 3.101364, 101.739683 3.100807, 101.738771 3.099854, 101.738299 3.099222, 101.738824 3.097593, 101.740305 3.092858, 101.741968 3.087952, 101.742654 3.083356, 101.745176 3.08418))",VAN ROUTE COVERAGE,AMP (KLR - MEDIUM)
46,AMPBRVC007 (TOWN),TAMAN CHERAS INDAH	4km<br>TAMAN SHAMELIN PERKASA	5.1km,"MULTIPOLYGON (((101.703651 3.12438, 101.734601 3.117627, 101.733282 3.119203, 101.703651 3.12438)), ((101.735436 3.116629, 101.735992 3.115804, 101.737655 3.116961, 101.734601 3.117627, 101.735436 3.116629)), ((101.733282 3.119203, 101.739098 3.118187, 101.739238 3.118423, 101.738449 3.118969, 101.740574 3.121717, 101.740558 3.122692, 101.740906 3.124074, 101.741072 3.123624, 101.742301 3.124112, 101.742306 3.124369, 101.744168 3.125183, 101.744329 3.125392, 101.746534 3.125493, 101.746646 3.126924, 101.746598 3.127454, 101.746421 3.129752, 101.746233 3.13055, 101.746018 3.131509, 101.745943 3.131648, 101.745852 3.13161, 101.743095 3.130839, 101.742972 3.13116, 101.74265 3.131975, 101.741877 3.131653, 101.742242 3.130989, 101.739195 3.129404, 101.734217 3.126415, 101.732114 3.125033, 101.729972 3.123159, 101.733282 3.119203)))",VAN ROUTE COVERAGE,AMP (KLR - MEDIUM)
47,AMPBRVC007 (TOWN),WARISAN CITYVIEW	6.5km<br>CHERAS BATU 2½	6.7km,"POLYGON ((101.724793 3.12611, 101.721102 3.12845, 101.721274 3.128665, 101.719015 3.130443, 101.718699 3.130079, 101.720115 3.128991, 101.720061 3.128932, 101.719348 3.128092, 101.71887 3.126104, 101.721654 3.125424, 101.722336 3.126147, 101.724669 3.125836, 101.724793 3.12611))",VAN ROUTE COVERAGE,AMP (KLR - MEDIUM)
48,AMPBRVC008 (TOWN),TAMAN PANDAN MEWAH	0.6km<br>TAMAN PUTRA	1.3km<br>TAMAN BUKIT TERATAI	1.8km<br>TAMAN SERAYA	2.4km<br>TAMAN MUDA	3.3km,"POLYGON ((101.760934 3.126966, 101.761025 3.124063, 101.759641 3.123308, 101.760912 3.121824, 101.761047 3.121368, 101.762988 3.12132, 101.763273 3.118669, 101.759496 3.118299, 101.759303 3.119933, 101.756411 3.119706, 101.75654 3.116364, 101.756212 3.114934, 101.757682 3.114548, 101.757369 3.113387, 101.760995 3.112005, 101.761735 3.110463, 101.761993 3.10862, 101.761274 3.107377, 101.761682 3.105224, 101.767638 3.106609, 101.770068 3.111098, 101.768717 3.116582, 101.76995 3.118012, 101.769266 3.118601, 101.769044 3.119356, 101.769433 3.119764, 101.769352 3.119868, 101.768534 3.120155, 101.767638 3.119954, 101.767593 3.120101, 101.767109 3.120959, 101.766734 3.124124, 101.767104 3.124183, 101.767195 3.126229, 101.768027 3.12601, 101.769904 3.128699, 101.769852 3.128979, 101.767578 3.130008, 101.766462 3.130431, 101.766162 3.130431, 101.764563 3.131176, 101.763292 3.131706, 101.762358 3.130844, 101.760867 3.13049, 101.760934 3.126966))",VAN ROUTE COVERAGE,AMP (KLR - MEDIUM)
49,AMPBRVC009 (TOWN),TAMAN KENCANA	3.3km<br>TAMAN MUDA	3.3km<br>TAMAN BUKIT PERMAI	3.7km<br>JALAN BUKIT PANDAN BISTARI	3.9km<br>DATARAN MESTIKA	4.7km,"POLYGON ((101.754976 3.10486, 101.756961 3.101635, 101.75783 3.101485, 101.758667 3.101678, 101.760416 3.102921, 101.760319 3.10456, 101.761682 3.105224, 101.761274 3.107377, 101.761993 3.10862, 101.761735 3.110463, 101.760995 3.112005, 101.757369 3.113387, 101.757342 3.113395, 101.757527 3.114039, 101.757682 3.114548, 101.756212 3.114934, 101.75654 3.116364, 101.756465 3.117885, 101.756411 3.119706, 101.752366 3.119567, 101.752369 3.120351, 101.751312 3.120319, 101.751285 3.120522, 101.749435 3.120549, 101.749488 3.12146, 101.747203 3.12162, 101.747015 3.119879, 101.746913 3.118599, 101.746919 3.116526, 101.747493 3.116031, 101.750583 3.116245, 101.752772 3.116716, 101.752847 3.115924, 101.753008 3.115698, 101.753276 3.115495, 101.754156 3.115441, 101.754274 3.114681, 101.7548 3.113342, 101.753072 3.110503, 101.753984 3.109903, 101.754606 3.109185, 101.755111 3.109667, 101.755647 3.109271, 101.755207 3.108467, 101.75377 3.107342, 101.754778 3.105928, 101.75495 3.10551, 101.754976 3.10486))",VAN ROUTE COVERAGE,AMP (KLR - MEDIUM)
50,AMPBRVC009 (TOWN),TAMAN MAWAR	3.1km,"POLYGON ((101.747617 3.125921, 101.747649 3.123317, 101.750417 3.123794, 101.750551 3.125058, 101.750127 3.124994, 101.747617 3.125921))",VAN ROUTE COVERAGE,AMP (KLR - MEDIUM)
51,AMPBRVC009 (TOWN),TAMAN KOBENA	6.4km<br>TAMAN PERTAMA	6.4km<br>TAMAN CANTIK	7.4km<br>TAMAN PUDU ULU	8.1km,"POLYGON ((101.729972 3.123159, 101.728717 3.122194, 101.728588 3.120962, 101.727676 3.121327, 101.727344 3.12122, 101.727204 3.119998, 101.727907 3.119854, 101.727693 3.118638, 101.728159 3.118204, 101.728143 3.11754, 101.728132 3.116704, 101.728272 3.115847, 101.728508 3.11499, 101.728755 3.114058, 101.729474 3.112033, 101.730031 3.110201, 101.73266 3.111283, 101.737155 3.10717, 101.740288 3.107855, 101.74164 3.109248, 101.739612 3.110908, 101.736447 3.110116, 101.734167 3.114347, 101.735436 3.116629, 101.733526 3.119007, 101.729972 3.123159))",VAN ROUTE COVERAGE,AMP (KLR - MEDIUM)
52,AMPBRVC010 (TOWN),UKAY HEIGHTS	6.7km<br>KUALA AMPANG	8km<br>TAMAN UKAY BISTARI	13.3km<br>TIJANI UKAY	13.6km<br>KAMPUNG KEMENSAH	15.6km<br>KEMENSAH HEIGHT	16.1km,"POLYGON ((101.760281 3.169875, 101.763114 3.171096, 101.763078 3.177994, 101.76282 3.179151, 101.762778 3.180543, 101.763668 3.184828, 101.76193 3.185117, 101.762445 3.187785, 101.763893 3.187956, 101.765664 3.188385, 101.767509 3.189049, 101.768131 3.190613, 101.767412 3.192037, 101.765363 3.192198, 101.765213 3.194094, 101.765395 3.19539, 101.76679 3.195337, 101.767123 3.195669, 101.767659 3.196794, 101.768013 3.197318, 101.76856 3.197736, 101.768614 3.19824, 101.76811 3.199054, 101.766919 3.199638, 101.770159 3.201866, 101.770352 3.203623, 101.769773 3.204759, 101.765782 3.208186, 101.763186 3.208615, 101.764065 3.210372, 101.771189 3.211357, 101.778485 3.218534, 101.785137 3.216928, 101.787948 3.21862, 101.785115 3.225068, 101.783978 3.228818, 101.777626 3.228068, 101.776492 3.225842, 101.778852 3.22477, 101.770526 3.218493, 101.770151 3.21619, 101.768627 3.215274, 101.767828 3.215467, 101.766144 3.215381, 101.764336 3.214589, 101.764288 3.21469, 101.763687 3.216661, 101.763247 3.21657, 101.763123 3.216913, 101.760666 3.215987, 101.760479 3.21484, 101.760688 3.213608, 101.758633 3.213223, 101.755694 3.209752, 101.753762 3.209077, 101.75388 3.207556, 101.755747 3.206817, 101.755876 3.205714, 101.757185 3.204471, 101.75903 3.201279, 101.761391 3.197316, 101.761863 3.19363, 101.761391 3.186432, 101.760275 3.183261, 101.756498 3.178205, 101.755747 3.173149, 101.754117 3.17047, 101.75343 3.170342, 101.752121 3.169121, 101.7514339 3.1681781, 101.750791 3.16835, 101.748538 3.168414, 101.745963 3.167814, 101.7452545 3.167996, 101.744546 3.167064, 101.744139 3.166314, 101.746196 3.165468, 101.750104 3.164279, 101.7517533 3.1631114, 101.752063 3.162601, 101.7548672 3.1625973, 101.7582 3.162537, 101.757664 3.165397, 101.759176 3.165912, 101.75909 3.166972, 101.760281 3.169875))",VAN ROUTE COVERAGE,AMP (KLR - MEDIUM)
53,GDEX AOR,,POINT (100.3363645 6.1240122),GDEX BRANCH,AOR (NR2 - MEDIUM)
54,AORBRMC001 (SUBTOWN/ODA),PETRON JALAN PEGAWAI	5.2km<br>TANDOP	7.7km<br>SIMPANG EMPAT	13.8km,"POLYGON ((100.3631155 6.1151433, 100.3624664 6.1157193, 100.3620091 6.1160927, 100.3614445 6.1164128, 100.3610347 6.1164648, 100.3604534 6.1161434, 100.3584256 6.1166368, 100.3567325 6.1171282, 100.3552814 6.1175629, 100.3543001 6.1176351, 100.3538066 6.1174858, 100.3538173 6.1162163, 100.3538924 6.1153522, 100.3536376 6.1144241, 100.3534231 6.1135814, 100.3526479 6.1132213, 100.3519291 6.1123092, 100.3503734 6.1127199, 100.3505477 6.1125306, 100.351162 6.1123892, 100.3516904 6.1122772, 100.3520015 6.1118745, 100.3521383 6.1117492, 100.3515482 6.1109918, 100.3508857 6.1111118, 100.3511539 6.1107464, 100.3511244 6.110173, 100.3510493 6.1098316, 100.351508 6.1085728, 100.3518593 6.1072767, 100.352208 6.1069273, 100.3525808 6.1047483, 100.3530073 6.1031802, 100.3534445 6.1022547, 100.3538576 6.1000411, 100.3542599 6.0985529, 100.3545496 6.0972327, 100.3554615 6.0977448, 100.3568026 6.0982462, 100.3604504 6.0990783, 100.3609547 6.101916, 100.3613195 6.1034095, 100.3619042 6.1125199, 100.3620812 6.1133734, 100.3631155 6.1151433))",MOTOR ROUTE COVERAGE,AOR (NR2 - MEDIUM)
55,AORBRMC001 (SUBTOWN/ODA),PETRON JALAN PEGAWAI	5.2km<br>TANDOP	7.7km<br>SIMPANG EMPAT	13.8km,"POLYGON ((100.3583344 6.0867518, 100.3540643 6.0881387, 100.3510374 6.0901643, 100.3483538 6.090483, 100.3482224 6.0889868, 100.3483029 6.0845434, 100.3498479 6.0829645, 100.34826 6.0811402, 100.3482815 6.074387, 100.3518649 6.0717625, 100.3537639 6.0696768, 100.3563173 6.0681725, 100.3596433 6.0669989, 100.3646215 6.0658681, 100.3665097 6.0618032, 100.3684517 6.057525, 100.3698679 6.0537482, 100.3718312 6.0480296, 100.3720512 6.0473521, 100.3720861 6.0471627, 100.3722765 6.0466639, 100.3724535 6.0458824, 100.3726735 6.0455276, 100.3730007 6.0450529, 100.375833 6.0389287, 100.3783973 6.0324951, 100.3815087 6.0239809, 100.3822168 6.0242583, 100.380586 6.0285901, 100.3783436 6.0347784, 100.3834506 6.0367095, 100.382839 6.0381926, 100.377657 6.0364001, 100.3861221 6.0418735, 100.3844269 6.0462692, 100.3827425 6.0493206, 100.3807469 6.0536095, 100.3765627 6.0555086, 100.3762623 6.0683539, 100.3747119 6.0718799, 100.3731026 6.0777476, 100.369841 6.0806921, 100.3673305 6.0807134, 100.36276 6.0818443, 100.3583344 6.0867518))",MOTOR ROUTE COVERAGE,AOR (NR2 - MEDIUM)
56,AORBRMC002 (TOWN/SUBTOWN),JALAN BARAT	1.8km<br>JALAN PUTRA	3.7km<br>JALAN KILANG TEBU	5.1km,"POLYGON ((100.3411399 6.1363376, 100.3383933 6.1320493, 100.3304325 6.1301292, 100.3268061 6.1251581, 100.3303252 6.1243901, 100.3281365 6.1217872, 100.326377 6.1186295, 100.3210984 6.1162186, 100.3177724 6.1147891, 100.3177939 6.113701, 100.319532 6.1119942, 100.3285442 6.116752, 100.3275571 6.1155999, 100.3267203 6.1133383, 100.3292952 6.110586, 100.3347884 6.1075563, 100.3364406 6.1060628, 100.338286 6.1031184, 100.3390155 6.1004728, 100.3439723 6.1003661, 100.3481136 6.0986165, 100.3494225 6.0968883, 100.3538643 6.0973363, 100.3527485 6.1015609, 100.3517614 6.1049107, 100.3508173 6.1084524, 100.3503881 6.110522, 100.3499375 6.1128049, 100.3503237 6.1128903, 100.3518687 6.1124635, 100.3524695 6.1132956, 100.3523193 6.113829, 100.3524051 6.1147678, 100.3529201 6.1165173, 100.3526626 6.1171787, 100.3512035 6.1168587, 100.3493367 6.116432, 100.3489719 6.1179468, 100.3523193 6.1186295, 100.3530827 6.1188072, 100.3554736 6.1188855, 100.358415 6.1178098, 100.3613101 6.1173921, 100.3633271 6.1188002, 100.3644643 6.1195896, 100.3634773 6.119995, 100.3651295 6.1211258, 100.3658376 6.1209977, 100.3660272 6.1213741, 100.3593574 6.124134, 100.3567181 6.1252008, 100.3521047 6.127249, 100.3479848 6.1292545, 100.3460537 6.1311746, 100.3433929 6.1340335, 100.3411399 6.1363376))",MOTOR ROUTE COVERAGE,AOR (NR2 - MEDIUM)
57,AORBRMC003 (TOWN/SUBTOWN),JALAN PUTRA	3.7km<br>JALAN TELUK WANJAH	6.6km<br>JALAN STADIUM	7.1km<br>JALAN DATO KUMBAR	13.2km,"POLYGON ((100.3601681 6.1242881, 100.3664123 6.1215572, 100.3676569 6.1231787, 100.3695022 6.1224959, 100.3702962 6.1245868, 100.3740083 6.1234134, 100.3721415 6.1182929, 100.3706395 6.1182289, 100.3708541 6.1171834, 100.3749954 6.1176741, 100.376476 6.1173754, 100.3779351 6.1180368, 100.379995 6.119829, 100.3812181 6.1197864, 100.3820335 6.1189756, 100.3852307 6.1190823, 100.3857028 6.1183996, 100.3840076 6.1182075, 100.3848445 6.1146018, 100.3851449 6.1137911, 100.3850805 6.112639, 100.3875267 6.1146658, 100.3889214 6.1142178, 100.3917109 6.1119989, 100.3914749 6.1108468, 100.3936421 6.109844, 100.393964 6.1067716, 100.3956162 6.1080944, 100.4000794 6.1084998, 100.40156 6.1120416, 100.403856 6.1125749, 100.4059374 6.1151779, 100.4065382 6.1158393, 100.4065811 6.123648, 100.3976976 6.1286405, 100.3964477 6.1294673, 100.3974481 6.1320995, 100.3980979 6.1349977, 100.3907225 6.1355277, 100.3897046 6.1329608, 100.3878485 6.1301339, 100.3779566 6.131798, 100.3804242 6.1386892, 100.3806334 6.1395533, 100.3792547 6.1399906, 100.3750383 6.1400119, 100.369867 6.1397132, 100.3667556 6.1382411, 100.364524 6.1346356, 100.3629576 6.1335902, 100.3636872 6.1312647, 100.3650176 6.1291525, 100.3651249 6.1280217, 100.364524 6.127403, 100.3631293 6.127339, 100.3617345 6.1283204, 100.3610479 6.1277444, 100.3608548 6.1267203, 100.3607475 6.1252909, 100.3601681 6.1242881))",MOTOR ROUTE COVERAGE,AOR (NR2 - MEDIUM)
58,AORBRMC004 (TOWN),JALAN LANGGAR KINDERGARDEN	5.9km<br>JALAN TUNKU IBRAHIM	6km<br>JALAN SULTAN BADLISHAH	6.8km,"POLYGON ((100.3730337 6.1209688, 100.3738169 6.1233903, 100.3704748 6.1244838, 100.3696273 6.1224142, 100.3704641 6.1220249, 100.3702764 6.1217475, 100.3693966 6.1216675, 100.3696916 6.1220622, 100.3677658 6.1229636, 100.3670041 6.1217422, 100.3658507 6.1208141, 100.3650782 6.1209474, 100.3642736 6.1203821, 100.3647403 6.1200514, 100.3648637 6.1192886, 100.3625033 6.1178058, 100.3619991 6.116899, 100.3654055 6.1144561, 100.3658722 6.1140988, 100.3670363 6.1150482, 100.3663657 6.1114585, 100.3670255 6.1104343, 100.3692464 6.1093356, 100.369579 6.107442, 100.3692732 6.1067006, 100.3689353 6.10238, 100.3716765 6.0997824, 100.3734896 6.0993556, 100.3747342 6.0998997, 100.3753833 6.1005611, 100.3761075 6.1016279, 100.3761397 6.1026627, 100.3752867 6.1040656, 100.3736452 6.1040763, 100.3726421 6.1037029, 100.3727011 6.1060392, 100.3788219 6.1062632, 100.3790955 6.1110638, 100.3803239 6.1131547, 100.3831831 6.1134587, 100.3838752 6.1140828, 100.3847174 6.1122212, 100.3871957 6.1125466, 100.3889499 6.1140561, 100.3877268 6.1145201, 100.3849266 6.1124079, 100.3848622 6.1137734, 100.3845672 6.1147388, 100.3838859 6.1183392, 100.3853611 6.1184832, 100.3852538 6.1189366, 100.3818903 6.1187819, 100.3810106 6.1196727, 100.3801576 6.1197207, 100.3777383 6.1177525, 100.376263 6.1173098, 100.3750024 6.1175391, 100.370668 6.1170217, 100.3705124 6.1183872, 100.3719018 6.1184832, 100.3730337 6.1209688))",MOTOR ROUTE COVERAGE,AOR (NR2 - MEDIUM)
59,AORBRMC005 (TOWN/SUBTOWN),JALAN GANGSA	4.9km<br>JALAN LANGGAR KINDERGARDEN	5.9km<br>JALAN SULTANAH	7.3km<br>KM 7,"POLYGON ((100.4082329 6.1467339, 100.4085118 6.1508728, 100.40716 6.1514914, 100.4044993 6.1513634, 100.4011948 6.1506381, 100.3984696 6.1496567, 100.3970964 6.1486113, 100.3952725 6.1465846, 100.3939635 6.1445578, 100.3916461 6.1444725, 100.3850371 6.1476513, 100.3827197 6.1503821, 100.3801233 6.1503394, 100.3795869 6.1586597, 100.3782565 6.158745, 100.3781278 6.1628197, 100.3776128 6.1703078, 100.367871 6.1702438, 100.3674848 6.1688785, 100.3662402 6.1678758, 100.3665192 6.1668305, 100.3669698 6.1659985, 100.3668196 6.1645051, 100.3672058 6.1629264, 100.3679354 6.1604304, 100.368107 6.1600464, 100.3678495 6.157145, 100.3682358 6.1565903, 100.3686006 6.1553956, 100.3683431 6.1540089, 100.3688581 6.1521955, 100.3689653 6.1507021, 100.3689653 6.1494007, 100.3682572 6.1476726, 100.3686649 6.1464566, 100.369137 6.1456459, 100.3690941 6.1445578, 100.3684074 6.1441311, 100.3634722 6.1438538, 100.3629357 6.1428084, 100.357979 6.1425737, 100.3579576 6.1403763, 100.3628714 6.1404829, 100.3607685 6.1370267, 100.3578074 6.1308823, 100.3594596 6.1303276, 100.361777 6.1288555, 100.3626139 6.1283008, 100.3641588 6.1279167, 100.364588 6.1283221, 100.3642447 6.1295595, 100.3631503 6.1309036, 100.3625066 6.1324397, 100.3623564 6.1332505, 100.3626997 6.1343385, 100.3636009 6.1349786, 100.3648669 6.1354693, 100.3666908 6.1384135, 100.3697378 6.1399282, 100.3714115 6.1400776, 100.3791577 6.1401842, 100.3799302 6.1400136, 100.38081 6.1395015, 100.3781063 6.1319277, 100.3876764 6.1302849, 100.3893501 6.1331225, 100.3900582 6.1350853, 100.3907449 6.1356826, 100.3933627 6.1354053, 100.3940279 6.1383708, 100.3974826 6.1397576, 100.3988773 6.1438324, 100.3968818 6.1439391, 100.3981692 6.1457312, 100.4014093 6.1473313, 100.4010017 6.149358, 100.4027612 6.1501687, 100.404392 6.1506381, 100.4082114 6.1507874, 100.4082329 6.1467339))",MOTOR ROUTE COVERAGE,AOR (NR2 - MEDIUM)
60,AORBRMC006 (ODA),JALAN KUALA KEDAH	8.1km<br>JALAN BATAS PAIP,"POLYGON ((100.3554941 6.0908354, 100.3522001 6.0896317, 100.3564327 6.0885168, 100.3595065 6.0863778, 100.3606169 6.0852363, 100.3614296 6.0859778, 100.3618132 6.0871673, 100.3603845 6.0918056, 100.3590837 6.0920963, 100.35925 6.0958569, 100.361841 6.0958355, 100.361664 6.0974091, 100.3606125 6.0980705, 100.3569214 6.0977694, 100.3555213 6.0975827, 100.3544753 6.0971453, 100.3541132 6.0988468, 100.3526386 6.1042849, 100.3514216 6.1086348, 100.3509924 6.1098296, 100.3511144 6.1105623, 100.3510863 6.1107403, 100.3508422 6.111127, 100.351486 6.1110177, 100.3519822 6.1116711, 100.3519741 6.1118258, 100.3516047 6.1119119, 100.3514491 6.1122053, 100.3509476 6.1123093, 100.350446 6.1124987, 100.3508859 6.1099064, 100.3530638 6.1020921, 100.3542547 6.0972221, 100.3493409 6.0966994, 100.3479569 6.0985023, 100.34388 6.1001985, 100.3388803 6.1002732, 100.3381078 6.1030576, 100.3367131 6.1053832, 100.336241 6.1059486, 100.3297501 6.104199, 100.3292673 6.1013827, 100.3336446 6.1014893, 100.3336446 6.09639, 100.3131687 6.096134, 100.3076379 6.0956112, 100.3056316 6.096326, 100.3026168 6.1020548, 100.2989583 6.103655, 100.2978318 6.1018094, 100.2921562 6.1060126, 100.2988081 6.1084662, 100.3007071 6.1149469, 100.2997594 6.1164104, 100.2988473 6.1167411, 100.2981499 6.1164211, 100.2974525 6.115685, 100.2972058 6.1145436, 100.2969375 6.111654, 100.2960569 6.1099961, 100.2949437 6.1088128, 100.2934871 6.1080561, 100.2905741 6.1073109, 100.288376 6.106788, 100.2849213 6.1054652, 100.2844913 6.1047468, 100.2845124 6.1041955, 100.2848233 6.1041119, 100.2849788 6.1033234, 100.2854213 6.1025877, 100.2854924 6.1021559, 100.285263 6.0995051, 100.2846256 6.0986973, 100.286307 6.0937778, 100.2912498 6.0885168, 100.3026436 6.0792353, 100.3104864 6.0834707, 100.3102182 6.0839294, 100.3108566 6.0847269, 100.3106152 6.0850816, 100.3124284 6.0863405, 100.3135764 6.0840094, 100.3139733 6.0843348, 100.3154163 6.087722, 100.3145902 6.0889329, 100.3110604 6.0894823, 100.3136675 6.0911359, 100.317074 6.0938403, 100.319209 6.0901918, 100.3196221 6.0904105, 100.3187691 6.0919093, 100.3233181 6.0935042, 100.3237795 6.094187, 100.3267514 6.094059, 100.3266387 6.0914666, 100.3312575 6.0911626, 100.3342723 6.0895517, 100.3339075 6.0921494, 100.3377484 6.0933602, 100.3376036 6.0940217, 100.3400712 6.094251, 100.3395294 6.0917013, 100.3414499 6.0840415, 100.3476189 6.0848736, 100.3477692 6.0911252, 100.3554941 6.0908354), (100.3557299 6.0908265, 100.3564917 6.0911999, 100.3554941 6.0908354, 100.3557299 6.0908265))",MOTOR ROUTE COVERAGE,AOR (NR2 - MEDIUM)
61,AORBRMC007 (TOWN/SUBTOWN),JALAN PERAK	4.3km<br>JALAN GANGSA	4.9km<br>JALAN SULTANAH	7.3km,"POLYGON ((100.3413401 6.136568, 100.3440008 6.1341785, 100.3480349 6.1298689, 100.3534422 6.1270953, 100.3598366 6.1246204, 100.3600512 6.1252178, 100.3601799 6.1273893, 100.3610382 6.1290155, 100.3574333 6.130893, 100.3619824 6.1401522, 100.3574333 6.1401522, 100.3578625 6.1428831, 100.3627119 6.1430964, 100.3633557 6.1442058, 100.3681193 6.1444618, 100.3683768 6.1451872, 100.3674755 6.1471499, 100.3683338 6.1498381, 100.3679476 6.1541475, 100.3673468 6.1565796, 100.3674755 6.1593103, 100.3668318 6.1618277, 100.3665314 6.1647718, 100.3659735 6.1668198, 100.3656302 6.1681425, 100.3670035 6.1689958, 100.3676901 6.1705318, 100.3776128 6.1703078, 100.3772173 6.1737318, 100.3836546 6.1773584, 100.3843842 6.1799611, 100.3816376 6.1810277, 100.3824959 6.184441, 100.3942976 6.1908408, 100.3971729 6.1974538, 100.3917227 6.2039388, 100.388504 6.2024882, 100.3830109 6.1981791, 100.3769598 6.1935713, 100.3718958 6.1893902, 100.3670464 6.1844836, 100.3640852 6.1808571, 100.3613816 6.1742011, 100.3588066 6.1740731, 100.3552447 6.1704038, 100.356103 6.1651558, 100.3581629 6.1603344, 100.359107 6.1500941, 100.3573904 6.1464672, 100.3504381 6.1459552, 100.3410397 6.1451018, 100.3436575 6.1410483, 100.3413401 6.136568))",MOTOR ROUTE COVERAGE,AOR (NR2 - MEDIUM)
