vehicle_no,GPSVendor,Model,Type,year_made,tail_lift,status,possession,admin_station_id,category_id,color_id,vehicle_owner_id,vehicle_group_id
BPJ 2062,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AYK,290,20,16,5,6
BPJ 2063,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SDG,499,20,16,5,95
BPJ 2064,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,IPH,347,20,16,5,39
BPJ 2065,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,IPH,347,20,16,5,39
BPJ 4856,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,PAK,453,20,16,5,75
BPJ 4859,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,BWH,322,20,16,5,20
BPJ 4861,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,PEN,458,20,16,5,78
BPJ 4875,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPJ 4877,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,BBU,294,20,16,5,8
BPJ 4883,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,JHB,351,20,16,5,41
BPJ 4889,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,RAB,484,20,16,5,88
BPJ 4954,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,BWH,322,20,16,5,20
BPJ 4956,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,BWH,322,20,16,5,20
BPJ 4957,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPK 2169,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MAH,430,20,16,5,65
BPK 2172,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SKU,515,20,16,5,103
BPK 2173,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KLU,382,20,16,5,55
BPK 2174,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KLA,376,20,16,5,52
BPK 2176,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,ULT,552,20,16,5,116
BPK 2178,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KBR,361,20,16,5,47
BPK 2182,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SKU,515,20,16,5,103
BPK 2183,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,PSM,480,20,16,5,85
BPK 2184,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KBR,361,20,16,5,47
BPK 2185,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KBR,361,20,16,5,47
BPK 2186,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,JIT,352,20,16,5,42
BPK 2648,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPK 2654,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,4,34
BPK 3674,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MER,433,20,16,5,66
BPK 3675,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BPS,312,20,16,5,13
BPK 3680,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BPK 3682,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,TGG,536,20,16,5,110
BPK 3685,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,RESCUE TEAM,528,20,16,5,108
BPK 3686,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,TIN,540,20,16,5,112
BPK 3687,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,RESCUE TEAM,351,20,16,5,41
BPK 3691,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BPK 3692,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,TGG,536,20,16,5,110
BPK 3694,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AYK,290,20,16,5,6
BPK 5326,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KUA,405,20,16,5,59
BPK 5329,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AYK,290,20,16,5,6
BPK 5340,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SNW,517,20,16,5,104
BPK 5341,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,PAK,453,20,16,5,75
BPK 5344,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,PSG,479,20,16,5,84
BPK 5346,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KMM,384,20,16,5,56
BPK 5347,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BMJ,310,20,16,5,12
BPK 5351,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MKZ,434,20,16,5,67
BPK 5354,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SKU,515,20,16,5,103
BPK 5356,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KUA,405,20,16,5,59
BPK 5357,i-TRACK,Hino XZU730R-HKFTL3,Box Truck,2018,TRUE,A,HQ LINEHAUL,NULL,22,16,5,34
BPK 5360,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPK 5364,i-TRACK,Hino XZU730R-HKFTL3,Box Truck,2018,TRUE,A,HQ LINEHAUL,NULL,22,16,5,34
BPK 6390,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2018,TRUE,A,KBR,361,15,16,5,47
BPK 6394,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2018,TRUE,A,BWH,322,15,16,5,20
BPK 6395,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2018,TRUE,A,PBR,455,15,16,5,76
BPK 6732,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2018,TRUE,A,LGK,420,15,16,5,63
BPK 6737,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SDG,499,20,16,5,95
BPK 6738,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KLU,382,20,16,5,55
BPK 6739,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BYN,323,20,16,5,21
BPK 6747,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MUA,444,20,16,5,70
BPK 6751,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BPT,313,20,16,5,14
BPK 6752,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,GPA,343,20,16,5,29
BPK 6757,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BGI,302,20,16,5,9
BPK 6759,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KLU,382,20,16,5,55
BPK 6762,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BYN,323,20,16,5,21
BPK 6768,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MTB,442,20,16,5,69
BPK 9841,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AIM,281,20,16,5,2
BPK 9842,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SGT,507,20,16,5,100
BPK 9846,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,PTN,482,20,16,5,86
BPK 9847,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SGT,507,20,16,5,100
BPK 9850,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,STW,528,20,16,5,108
BPK 9851,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AIM,281,20,16,5,2
BPK 9852,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SNW,517,20,16,5,104
BPK 9853,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SNW,517,20,16,5,104
BPK 9856,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BHU,304,20,16,5,10
BPL 4099,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLA,376,20,16,5,52
BPL 4100,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BPT,313,20,16,5,14
BPL 4101,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,AMP,284,20,16,5,4
BPL 4102,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BGI,302,20,16,5,9
BPL 4103,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,AMP,284,20,16,5,4
BPL 4104,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SNW,517,20,16,5,104
BPL 4105,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,STW,528,20,16,5,108
BPL 4106,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,ISK,348,20,16,5,40
BPL 4109,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SBY,498,20,16,5,94
BPL 4110,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,TPG,545,20,16,5,114
BPL 4112,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KKM,375,20,16,5,51
BPL 4461,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPL 4463,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPL 4482,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BPL 4483,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PSM,480,20,16,5,85
BPL 4485,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SPT,519,20,16,5,105
BPL 4486,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SPT,519,20,16,5,105
BPL 4490,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,IPH,347,20,16,5,39
BPL 4491,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,AIM,281,20,16,5,2
BPL 4493,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BYN,323,20,16,5,21
BPL 4551,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,MUA,444,20,16,5,70
BPL 4555,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'A',NULL,20,16,5,74
BPL 4556,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BTG,320,20,16,5,18
BPL 4557,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,MWT,446,20,16,5,71
BPL 4558,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,RWG,493,20,16,5,90
BPL 4559,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,THO,539,20,16,5,111
BPL 4560,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SPT,519,20,16,5,105
BPL 8572,i-TRACK,Isuzu FVR34UU-ST,Box Truck,2017,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPL 8574,i-TRACK,Isuzu FVR34UU-ST,Box Truck,2017,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPL 8579,i-TRACK,Isuzu FVR34UU-ST,Box Truck,2017,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPM 1474,i-TRACK,Hino GH8JR1A,Box Truck,2017,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPM 2758,i-TRACK,Hino XZU720R-HKMQK3,Box Truck,2016,TRUE,A,FLT BUF 'B',NULL,21,16,5,28
BPM 4333,i-TRACK,Hino XZU720R-HKFTL3 (UBS),Box Truck,2015,TRUE,A,IPH,347,26,16,5,39
BPN 1246,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,JLP,355,20,16,5,44
BPN 1247,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KUA,405,20,16,5,59
BPN 1248,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SRB,521,20,16,5,107
BPN 1249,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BPN 1250,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,IPH,347,20,16,5,39
BPN 1259,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KUA,581,20,16,5,241
BPN 1262,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,JHB,351,20,16,5,41
BPN 1263,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,AOR,285,20,16,5,5
BPN 1264,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PEN,458,20,16,5,78
BPN 1267,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,JHB,351,20,16,5,41
BPN 1269,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BWH,322,20,16,5,20
BPN 1295,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BWH,470,20,16,5,81
BPN 1302,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLA,376,20,16,5,52
BPN 1306,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SKU,515,20,16,5,103
BPN 1307,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SKU,515,20,16,5,103
BPN 1309,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,JHB,351,20,16,5,41
BPN 1526,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPN 1527,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPN 1528,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,JIT,352,20,16,5,42
BPN 1529,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PTN,482,20,16,5,86
BPN 2317,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPN 2340,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2017,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPN 3473,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2017,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPN 3790,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2017,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPN 4091,i-TRACK,Hino SG2PE1B,Trailer,2018,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BPN 4741,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BPN 4745,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PBR,455,20,16,5,76
BPN 4750,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BPN 4753,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SPT,519,20,16,5,105
BPN 4754,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BPN 4755,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,IPH,347,20,16,5,39
BPN 4757,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,AOR,285,20,16,5,5
BPN 4759,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BMJ,310,20,16,5,12
BPN 4760,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SBI,494,20,16,5,92
BPN 4762,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPN 7955,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,JIT,352,20,16,4,42
BPN 7958,i-TRACK,Hino GH8JR1A,Box Truck,2018,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPN 7960,i-TRACK,Hino GH8JR1A,Box Truck,2018,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPP 1375,i-TRACK,Hino SG2PE1B,Trailer,2018,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BPP 1516,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2018,TRUE,A,PTN,482,15,16,4,86
BPP 3208,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PBR,455,20,16,5,76
BPP 3210,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,YPG,557,20,16,5,118
BPP 3214,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BMJ,310,20,16,5,12
BPP 3215,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPP 3216,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPP 3219,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,MTB,442,20,16,5,69
BPP 3220,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KGS,370,20,16,5,49
BPP 3224,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,AYK,290,20,16,5,6
BPP 3234,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,MAH,430,20,16,5,65
BPP 3235,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLM,379,20,16,5,54
BPP 3254,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,577,20,16,5,22
BPP 3255,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SRB,521,20,16,5,107
BPP 3256,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BMJ,310,20,16,5,12
BPP 3257,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,AIM,281,20,16,5,2
BPP 3258,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,ULT,552,20,16,5,116
BPP 3259,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLU,382,20,16,5,55
BPP 3261,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPP 3264,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SEG,502,20,16,5,97
BPP 3267,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPP 3269,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPP 3315,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPP 3340,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PSG,479,20,16,5,84
BPP 3341,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SNW,517,20,16,5,104
BPP 3346,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,NLI,449,20,16,5,73
BPP 3347,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,AYK,290,20,16,5,6
BPP 3349,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,TGG,536,20,16,5,110
BPP 3354,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPP 3367,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPP 3384,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PSG,479,20,16,5,84
BPP 4771,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPQ 5390,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2018,TRUE,A,FLT BUF 'B',NULL,15,16,5,28
BPQ 5392,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2017,TRUE,A,IPH,347,15,16,5,39
BPQ 5459,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2018,TRUE,A,RESCUE TEAM,NULL,15,16,5,89
BPQ 5471,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2018,TRUE,A,SGT,507,15,16,5,100
BPQ 5488,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2017,TRUE,A,FLT BUF 'B',NULL,15,16,5,28
BPQ 7734,i-TRACK,Hino SG2PE1B,Trailer,2018,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BPQ 7741,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,ULT,552,20,16,5,116
BPQ 7743,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SGB,505,20,16,5,99
BPQ 7748,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PEN,458,20,16,5,78
BPQ 7754,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,ULT,552,20,16,5,116
BPQ 7759,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,MTB,442,20,16,5,69
BPR 2125,i-TRACK,Hino GH8JR1A,Box Truck,2018,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPR 2128,i-TRACK,Hino GH8JR1A,Box Truck,2018,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPR 220,i-TRACK,Hino GH8JR1A,Box Truck,2018,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPR 229,i-TRACK,Hino GH8JR1A,Box Truck,2018,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPR 2637,i-TRACK,Hino SG2PE1B,Trailer,2018,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BPR 7924,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLA,376,20,16,5,52
BPR 7925,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLA,376,20,16,5,52
BPR 7926,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLA,376,20,16,5,52
BPR 7928,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KMM,384,20,16,5,56
BPR 7929,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPR 7930,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,MWT,446,20,16,5,71
BPR 7932,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPR 7934,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPR 7935,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPR 8390,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PAK,453,20,16,5,75
BPR 8391,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SPT,519,20,16,5,105
BPR 8394,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPR 8395,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PSG,479,20,16,5,84
BPR 8397,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KUA,405,20,16,5,59
BPR 8401,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BMJ,310,20,16,5,12
BPT 1697,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPT 1703,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPT 1714,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPT 1715,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPT 1719,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPT 6920,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPT 6923,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,GPA,343,20,16,5,29
BPT 6924,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PSM,480,20,16,5,85
BPT 6925,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KUA,405,20,16,5,59
BPT 6927,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPT 6932,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PEN,458,20,16,5,78
BPT 6936,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SRB,521,20,16,5,107
BPT 6938,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,ISK,348,20,16,5,40
